"initial_alias","converted_alias","name","description","namespace"
"ZSWIM8","ENSG00000214655","ZSWIM8","zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDST2","ENSG00000166507","NDST2","N-deacetylase and N-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:7681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAMK2G","ENSG00000148660","CAMK2G","calcium/calmodulin dependent protein kinase II gamma [Source:HGNC Symbol;Acc:HGNC:1463]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VCL","ENSG00000035403","VCL","vinculin [Source:HGNC Symbol;Acc:HGNC:12665]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AP3M1","ENSG00000185009","AP3M1","adaptor related protein complex 3 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:569]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADK","ENSG00000156110","ADK","adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KAT6B","ENSG00000156650","KAT6B","lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAMD8","ENSG00000156671","SAMD8","sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VDAC2","ENSG00000165637","VDAC2","voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMTD1","ENSG00000165644","COMTD1","catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26309]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR3A","ENSG00000148606","POLR3A","RNA polymerase III subunit A [Source:HGNC Symbol;Acc:HGNC:30074]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS24","ENSG00000138326","RPS24","ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZMIZ1","ENSG00000108175","ZMIZ1","zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIF","ENSG00000108179","PPIF","peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANXA11","ENSG00000122359","ANXA11","annexin A11 [Source:HGNC Symbol;Acc:HGNC:535]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLMAP","ENSG00000163681","SLMAP","sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DENND6A","ENSG00000174839","DENND6A","DENN domain containing 6A [Source:HGNC Symbol;Acc:HGNC:26635]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARF4","ENSG00000168374","ARF4","ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE12","ENSG00000174840","PDE12","phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APPL1","ENSG00000157500","APPL1","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF3","ENSG00000163947","ARHGEF3","Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM208A","None","None","None",""
"CCDC66","ENSG00000180376","CCDC66","coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SELENOK","ENSG00000113811","SELENOK","selenoprotein K [Source:HGNC Symbol;Acc:HGNC:30394]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACTR8","ENSG00000113812","ACTR8","actin related protein 8 [Source:HGNC Symbol;Acc:HGNC:14672]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCP1A","ENSG00000272886","DCP1A","decapping mRNA 1A [Source:HGNC Symbol;Acc:HGNC:18714]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TKT","ENSG00000163931","TKT","transketolase [Source:HGNC Symbol;Acc:HGNC:11834]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKCD","ENSG00000163932","PRKCD","protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RFT1","ENSG00000163933","RFT1","RFT1 homolog [Source:HGNC Symbol;Acc:HGNC:30220]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SFMBT1","ENSG00000163935","SFMBT1","Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM110","None","None","None",""
"SPCS1","ENSG00000114902","SPCS1","signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLT8D1","ENSG00000016864","GLT8D1","glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNL3","ENSG00000163938","GNL3","G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PBRM1","ENSG00000163939","PBRM1","polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMIM4","ENSG00000168273","SMIM4","small integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37257]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NT5DC2","ENSG00000168268","NT5DC2","5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NISCH","ENSG00000010322","NISCH","nischarin [Source:HGNC Symbol;Acc:HGNC:18006]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHF7","ENSG00000010318","PHF7","PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BAP1","ENSG00000163930","BAP1","BRCA1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:950]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPN7","ENSG00000131375","CAPN7","calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH3BP5","ENSG00000131370","SH3BP5","SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL6","ENSG00000206562","METTL6","methyltransferase 6, methylcytidine [Source:HGNC Symbol;Acc:HGNC:28343]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EAF1","ENSG00000144597","EAF1","ELL associated factor 1 [Source:HGNC Symbol;Acc:HGNC:20907]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HACL1","ENSG00000131373","HACL1","2-hydroxyacyl-CoA lyase 1 [Source:HGNC Symbol;Acc:HGNC:17856]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BTD","ENSG00000169814","BTD","biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKRD28","ENSG00000206560","ANKRD28","ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPH3","ENSG00000154813","DPH3","diphthamide biosynthesis 3 [Source:HGNC Symbol;Acc:HGNC:27717]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OXNAD1","ENSG00000154814","OXNAD1","oxidoreductase NAD binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCOA4","ENSG00000266412","NCOA4","nuclear receptor coactivator 4 [Source:HGNC Symbol;Acc:HGNC:7671]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIMM23","ENSG00000265354","TIMM23","translocase of inner mitochondrial membrane 23 [Source:HGNC Symbol;Acc:HGNC:17312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARG","ENSG00000227345","PARG","poly(ADP-ribose) glycohydrolase [Source:HGNC Symbol;Acc:HGNC:8605]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERCC6","ENSG00000225830","ERCC6","ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"1810011H11RIK","None","None","None",""
"MAPK8","ENSG00000107643","MAPK8","mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:HGNC:6881]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL23A-PS3","None","None","None",""
"FAM35A","None","None","None",""
"GLUD1","ENSG00000148672","GLUD1","glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WAPL","ENSG00000062650","WAPL","WAPL cohesin release factor [Source:HGNC Symbol;Acc:HGNC:23293]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCSER2","ENSG00000107771","CCSER2","coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GHITM","ENSG00000165678","GHITM","growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSPAN14","ENSG00000108219","TSPAN14","tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM213A","None","None","None",""
"PTGER2","ENSG00000125384","PTGER2","prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TXNDC16","ENSG00000087301","TXNDC16","thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERO1L","None","None","None",""
"PSMC6","ENSG00000100519","PSMC6","proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STYX","ENSG00000198252","STYX","serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNPNAT1","ENSG00000100522","GNPNAT1","glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDHD1","ENSG00000100523","DDHD1","DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDKN3","ENSG00000100526","CDKN3","cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNIH1","ENSG00000100528","CNIH1","cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:HGNC:19431]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GMFB","ENSG00000197045","GMFB","glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM10101","None","None","None",""
"CGRRF1","ENSG00000100532","CGRRF1","cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GCH1","ENSG00000131979","GCH1","GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDHD1","ENSG00000198554","WDHD1","WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23170]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOCS4","ENSG00000180008","SOCS4","suppressor of cytokine signaling 4 [Source:HGNC Symbol;Acc:HGNC:19392]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK1IP1L","ENSG00000168175","MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LGALS3","ENSG00000131981","LGALS3","galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DLGAP5","ENSG00000126787","DLGAP5","DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO34","ENSG00000178974","FBXO34","F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG14","ENSG00000126775","ATG14","autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KTN1","ENSG00000126777","KTN1","kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM260","ENSG00000070269","TMEM260","transmembrane protein 260 [Source:HGNC Symbol;Acc:HGNC:20185]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOC5","ENSG00000070367","EXOC5","exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AP5M1","ENSG00000053770","AP5M1","adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAA30","ENSG00000139977","NAA30","N-alpha-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTC5","ENSG00000136319","TTC5","tetratricopeptide repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:19274]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARP2","ENSG00000129484","PARP2","poly(ADP-ribose) polymerase 2 [Source:HGNC Symbol;Acc:HGNC:272]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TEP1","ENSG00000129566","TEP1","telomerase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:11726]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM26782","None","None","None",""
"OSGEP","ENSG00000092094","OSGEP","O-sialoglycoprotein endopeptidase [Source:HGNC Symbol;Acc:HGNC:18028]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APEX1","ENSG00000100823","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM55B","None","None","None",""
"PNP","ENSG00000198805","PNP","purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL17","ENSG00000165792","METTL17","methyltransferase like 17 [Source:HGNC Symbol;Acc:HGNC:19280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDRG2","ENSG00000165795","NDRG2","NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFP219","None","None","None",""
"HNRNPC","ENSG00000092199","HNRNPC","heterogeneous nuclear ribonucleoprotein C [Source:HGNC Symbol;Acc:HGNC:5035]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPGRIP1","ENSG00000092200","RPGRIP1","RPGR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13436]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUPT16","None","None","None",""
"CHD8","ENSG00000100888","CHD8","chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB2B","ENSG00000129472","RAB2B","RAB2B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20246]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TOX4","ENSG00000092203","TOX4","TOX high mobility group box family member 4 [Source:HGNC Symbol;Acc:HGNC:20161]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL3","ENSG00000165819","METTL3","methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit [Source:HGNC Symbol;Acc:HGNC:17563]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM43647","None","None","None",""
"DAD1","ENSG00000129562","DAD1","defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABHD4","ENSG00000100439","ABHD4","abhydrolase domain containing 4, N-acyl phospholipase B [Source:HGNC Symbol;Acc:HGNC:20154]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OXA1L","ENSG00000155463","OXA1L","OXA1L mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:HGNC:8526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL52","ENSG00000172590","MRPL52","mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRP10","ENSG00000197324","LRP10","LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRMT5","ENSG00000100462","PRMT5","protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS4","ENSG00000092036","HAUS4","HAUS augmin like complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:20163]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"4931414P19RIK","None","None","None",""
"PSMB5","ENSG00000100804","PSMB5","proteasome 20S subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:9542]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACIN1","ENSG00000100813","ACIN1","apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"1700123O20RIK","None","None","None",""
"HOMEZ","ENSG00000290292","HOMEZ","homeobox and leucine zipper encoding [Source:HGNC Symbol;Acc:HGNC:20164]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R3E","ENSG00000235194","PPP1R3E","protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L2","ENSG00000129473","BCL2L2","BCL2 like 2 [Source:HGNC Symbol;Acc:HGNC:995]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L2","ENSG00000258643","BCL2L2-PABPN1","BCL2L2-PABPN1 readthrough [Source:HGNC Symbol;Acc:HGNC:42959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PABPN1","ENSG00000100836","PABPN1","poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NGDN","ENSG00000129460","NGDN","neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THTPA","ENSG00000259431","THTPA","thiamine triphosphatase [Source:HGNC Symbol;Acc:HGNC:18987]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFHX2","ENSG00000136367","ZFHX2","zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AP1G2","ENSG00000213983","AP1G2","adaptor related protein complex 1 subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:556]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHRS4","ENSG00000157326","DHRS4","dehydrogenase/reductase 4 [Source:HGNC Symbol;Acc:HGNC:16985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCK2","ENSG00000100889","PCK2","phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCAF11","ENSG00000100897","DCAF11","DDB1 and CUL4 associated factor 11 [Source:HGNC Symbol;Acc:HGNC:20258]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSME1","ENSG00000092010","PSME1","proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EMC9","ENSG00000100908","EMC9","ER membrane protein complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:20273]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSME2","ENSG00000100911","PSME2","proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF31","ENSG00000092098","RNF31","ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IRF9","ENSG00000213928","IRF9","interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IPO4","ENSG00000196497","IPO4","importin 4 [Source:HGNC Symbol;Acc:HGNC:19426]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TM9SF1","ENSG00000100926","TM9SF1","transmembrane 9 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11864]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MDP1","ENSG00000213920","MDP1","magnesium dependent phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28781]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEDD8","ENSG00000129559","NEDD8","NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GMPR2","ENSG00000100938","GMPR2","guanosine monophosphate reductase 2 [Source:HGNC Symbol;Acc:HGNC:4377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TINF2","ENSG00000092330","TINF2","TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RABGGTA","ENSG00000100949","RABGGTA","Rab geranylgeranyltransferase subunit alpha [Source:HGNC Symbol;Acc:HGNC:9795]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHRS1","ENSG00000157379","DHRS1","dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOP9","ENSG00000196943","NOP9","NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LTB4R1","None","None","None",""
"RIPK3","ENSG00000129465","RIPK3","receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KHNYN","ENSG00000100441","KHNYN","KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDR39U1","ENSG00000100445","SDR39U1","short chain dehydrogenase/reductase family 39U member 1 [Source:HGNC Symbol;Acc:HGNC:20275]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GZMC","None","None","None",""
"GZMB","ENSG00000100453","GZMB","granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPJ","ENSG00000151849","CENPJ","centromere protein J [Source:HGNC Symbol;Acc:HGNC:17272]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
